pair_id,question,error_family,truthful_sample_id,hallucinated_sample_id,truthful_answer,hallucinated_answer,delta_norm,base_id,residual_pc1,residual_pc2,residual_pc3
b15_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b15_definition_substitution,hallucinated_b15_definition_substitution,Claim: A standard basketball team has five players on the court at one time. Supporting note: Bench players are not counted in the live on-court lineup.,Claim: A standard basketball team has five coaches on the court at one time. Supporting note: Bench players are not counted in the live on-court lineup.,0.6337524056434631,b15,-0.07279991,-0.01976028,0.10969648
b15_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b15_entity_swap,hallucinated_b15_entity_swap,Claim: A standard basketball team has five players on the court at one time. Supporting note: Bench players are not counted in the live on-court lineup.,Claim: A standard soccer team has five players on the court at one time. Supporting note: Bench players are not counted in the live on-court lineup.,0.5585151314735413,b15,-0.057679288,-0.03936519,-0.018547067
b15_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b15_numeric_distortion,hallucinated_b15_numeric_distortion,Claim: A standard basketball team has five players on the court at one time. Supporting note: Bench players are not counted in the live on-court lineup.,Claim: A standard basketball team has six players on the court at one time. Supporting note: Bench players are not counted in the live on-court lineup.,0.18234963715076447,b15,-0.051475663,0.023263698,-0.015170668
b15_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b15_role_inversion,hallucinated_b15_role_inversion,Claim: A standard basketball team has five players on the court at one time. Supporting note: Bench players are not counted in the live on-court lineup.,Claim: Five players have a basketball court at one time rather than a basketball team having five players on the court. Supporting note: Bench players are not counted in the live on-court lineup.,0.5593881011009216,b15,0.212271,-0.0049226163,-0.026242247
b16_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b16_causal_substitution,hallucinated_b16_causal_substitution,Claim: Vaccines help the immune system recognize pathogens in advance. Supporting note: This can improve protection during later exposure.,Claim: Vaccines help the immune system recognize pathogens in advance because they trap germs behind a permanent barrier. Supporting note: This can improve protection during later exposure.,0.2837073802947998,b16,-0.042802937,0.045843404,-0.07819316
b16_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b16_definition_substitution,hallucinated_b16_definition_substitution,Claim: Vaccines help the immune system recognize pathogens in advance. Supporting note: This can improve protection during later exposure.,Claim: Vaccines help the digestive system recognize pathogens in advance. Supporting note: This can improve protection during later exposure.,0.42661863565444946,b16,-0.032162823,-0.00682747,-0.025129411
b16_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b16_entity_swap,hallucinated_b16_entity_swap,Claim: Vaccines help the immune system recognize pathogens in advance. Supporting note: This can improve protection during later exposure.,Claim: Antibiotics help the immune system recognize pathogens in advance. Supporting note: This can improve protection during later exposure.,0.7244158983230591,b16,-0.038287695,-0.008767799,0.11002308
b16_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b16_numeric_distortion,hallucinated_b16_numeric_distortion,Claim: Vaccines help the immune system recognize pathogens in advance. Supporting note: This can improve protection during later exposure.,Claim: Vaccines help the immune system recognize ten pathogens in advance. Supporting note: This can improve protection during later exposure.,0.27844730019569397,b16,-0.053423837,-0.054766223,-0.038739797
b16_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b16_role_inversion,hallucinated_b16_role_inversion,Claim: Vaccines help the immune system recognize pathogens in advance. Supporting note: This can improve protection during later exposure.,Claim: Pathogens help vaccines recognize the immune system in advance rather than vaccines helping the immune system recognize pathogens. Supporting note: This can improve protection during later exposure.,0.4624004662036896,b16,0.16667728,0.024518097,0.032039348
b17_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b17_causal_substitution,hallucinated_b17_causal_substitution,Claim: A legislature is the branch of government that makes laws. Supporting note: Different systems organize it in different ways.,Claim: A legislature is the branch of government that makes laws because courthouses print them overnight. Supporting note: Different systems organize it in different ways.,0.27433082461357117,b17,0.0054565812,0.078539096,-0.02630715
b17_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b17_definition_substitution,hallucinated_b17_definition_substitution,Claim: A legislature is the branch of government that makes laws. Supporting note: Different systems organize it in different ways.,Claim: A legislature is the branch of government that enforces laws. Supporting note: Different systems organize it in different ways.,0.278534471988678,b17,-0.034132414,-0.025813125,0.0001425996
b17_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b17_entity_swap,hallucinated_b17_entity_swap,Claim: A legislature is the branch of government that makes laws. Supporting note: Different systems organize it in different ways.,Claim: A judiciary is the branch of government that makes laws. Supporting note: Different systems organize it in different ways.,0.607171356678009,b17,-0.010908718,-0.14205821,-0.08074607
b17_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b17_numeric_distortion,hallucinated_b17_numeric_distortion,Claim: A legislature is the branch of government that makes laws. Supporting note: Different systems organize it in different ways.,Claim: A legislature is the branch of government that makes three laws. Supporting note: Different systems organize it in different ways.,0.3884911835193634,b17,-0.10039454,0.036952984,0.09703062
b17_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b17_role_inversion,hallucinated_b17_role_inversion,Claim: A legislature is the branch of government that makes laws. Supporting note: Different systems organize it in different ways.,Claim: Laws are the branch of government that make a legislature rather than a legislature making laws. Supporting note: Different systems organize it in different ways.,0.473306804895401,b17,0.13997915,0.052379224,0.009880004
b18_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b18_causal_substitution,hallucinated_b18_causal_substitution,Claim: A barometer measures atmospheric pressure. Supporting note: Weather forecasters use it to monitor changing systems.,Claim: A barometer measures atmospheric pressure because clouds push numbers into the dial. Supporting note: Weather forecasters use it to monitor changing systems.,0.3279561698436737,b18,-0.055421036,0.08588105,-0.032893244
b18_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b18_definition_substitution,hallucinated_b18_definition_substitution,Claim: A barometer measures atmospheric pressure. Supporting note: Weather forecasters use it to monitor changing systems.,Claim: A barometer measures atmospheric temperature. Supporting note: Weather forecasters use it to monitor changing systems.,0.41860634088516235,b18,-0.012151272,-0.08301693,0.0039623594
b18_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b18_entity_swap,hallucinated_b18_entity_swap,Claim: A barometer measures atmospheric pressure. Supporting note: Weather forecasters use it to monitor changing systems.,Claim: A thermometer measures atmospheric pressure. Supporting note: Weather forecasters use it to monitor changing systems.,0.4945642352104187,b18,-0.027211122,-0.048071433,-0.033442203
b18_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b18_numeric_distortion,hallucinated_b18_numeric_distortion,Claim: A barometer measures atmospheric pressure. Supporting note: Weather forecasters use it to monitor changing systems.,Claim: A barometer measures atmospheric pressure in two fixed levels. Supporting note: Weather forecasters use it to monitor changing systems.,0.306837260723114,b18,-0.060229946,-0.011934788,0.06390939
b18_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b18_role_inversion,hallucinated_b18_role_inversion,Claim: A barometer measures atmospheric pressure. Supporting note: Weather forecasters use it to monitor changing systems.,Claim: Atmospheric pressure measures a barometer rather than a barometer measuring atmospheric pressure. Supporting note: Weather forecasters use it to monitor changing systems.,0.4639880359172821,b18,0.15501334,0.057142086,-0.0015363427
b19_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b19_causal_substitution,hallucinated_b19_causal_substitution,Claim: A pronoun can replace a noun in a sentence. Supporting note: This helps reduce repetition in ordinary writing.,Claim: A pronoun can replace a noun in a sentence because it always adds a second verb. Supporting note: This helps reduce repetition in ordinary writing.,0.3084132969379425,b19,-0.051416643,0.06697557,0.074952036
b19_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b19_definition_substitution,hallucinated_b19_definition_substitution,Claim: A pronoun can replace a noun in a sentence. Supporting note: This helps reduce repetition in ordinary writing.,Claim: A pronoun can replace punctuation in a sentence. Supporting note: This helps reduce repetition in ordinary writing.,0.5578296184539795,b19,-0.1087827,-0.020123422,0.06338626
b19_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b19_entity_swap,hallucinated_b19_entity_swap,Claim: A pronoun can replace a noun in a sentence. Supporting note: This helps reduce repetition in ordinary writing.,Claim: An adjective can replace a noun in a sentence. Supporting note: This helps reduce repetition in ordinary writing.,0.6853160262107849,b19,0.090060286,-0.10059982,-0.21591702
b19_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b19_numeric_distortion,hallucinated_b19_numeric_distortion,Claim: A pronoun can replace a noun in a sentence. Supporting note: This helps reduce repetition in ordinary writing.,Claim: A pronoun can replace two nouns in every sentence. Supporting note: This helps reduce repetition in ordinary writing.,0.4572317898273468,b19,-0.11623053,0.049012348,0.112760894
b19_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b19_role_inversion,hallucinated_b19_role_inversion,Claim: A pronoun can replace a noun in a sentence. Supporting note: This helps reduce repetition in ordinary writing.,Claim: A noun can replace a pronoun in a sentence rather than a pronoun replacing a noun. Supporting note: This helps reduce repetition in ordinary writing.,0.36528095602989197,b19,0.18636966,0.004735194,-0.035182115
b20_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b20_causal_substitution,hallucinated_b20_causal_substitution,Claim: Airplanes fly because wings generate lift as air moves around them. Supporting note: Engine thrust and wing shape both matter in normal flight.,Claim: Airplanes fly because engines directly cancel gravity rather than enabling aerodynamic lift. Supporting note: Engine thrust and wing shape both matter in normal flight.,0.44888949394226074,b20,0.0008164339,0.018763656,-0.11013803
b20_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b20_definition_substitution,hallucinated_b20_definition_substitution,Claim: Airplanes fly because wings generate lift as air moves around them. Supporting note: Engine thrust and wing shape both matter in normal flight.,Claim: Airplanes fly because wheels generate lift as air moves around them. Supporting note: Engine thrust and wing shape both matter in normal flight.,0.4879135191440582,b20,-0.03245651,0.034258846,-0.19153969
b20_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b20_entity_swap,hallucinated_b20_entity_swap,Claim: Airplanes fly because wings generate lift as air moves around them. Supporting note: Engine thrust and wing shape both matter in normal flight.,Claim: Helicopters fly because wings generate lift as air moves around them. Supporting note: Engine thrust and wing shape both matter in normal flight.,0.7883887887001038,b20,0.025374155,0.08355303,0.3003126
b20_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b20_numeric_distortion,hallucinated_b20_numeric_distortion,Claim: Airplanes fly because wings generate lift as air moves around them. Supporting note: Engine thrust and wing shape both matter in normal flight.,Claim: Airplanes fly because wings generate five units of lift as air moves around them. Supporting note: Engine thrust and wing shape both matter in normal flight.,0.4375762641429901,b20,-0.10760906,-0.0022851734,-0.112173885
b20_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b20_role_inversion,hallucinated_b20_role_inversion,Claim: Airplanes fly because wings generate lift as air moves around them. Supporting note: Engine thrust and wing shape both matter in normal flight.,Claim: Lift generates airplane wings as air moves around them rather than wings generating lift. Supporting note: Engine thrust and wing shape both matter in normal flight.,0.6839357614517212,b20,0.11387502,-0.13429072,0.11353923
