pair_id,question,error_family,truthful_sample_id,hallucinated_sample_id,truthful_answer,hallucinated_answer,delta_norm,base_id,raw_umap_pc1,raw_umap_pc2
b16_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b16_causal_substitution,hallucinated_b16_causal_substitution,Claim: Vaccines help the immune system recognize pathogens in advance. Supporting note: This can improve protection during later exposure.,Claim: Vaccines help the immune system recognize pathogens in advance because they trap germs behind a permanent barrier. Supporting note: This can improve protection during later exposure.,0.2837073802947998,b16,0.59076566,4.97858
b16_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b16_definition_substitution,hallucinated_b16_definition_substitution,Claim: Vaccines help the immune system recognize pathogens in advance. Supporting note: This can improve protection during later exposure.,Claim: Vaccines help the digestive system recognize pathogens in advance. Supporting note: This can improve protection during later exposure.,0.42661863565444946,b16,1.8029042,3.7417068
b16_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b16_entity_swap,hallucinated_b16_entity_swap,Claim: Vaccines help the immune system recognize pathogens in advance. Supporting note: This can improve protection during later exposure.,Claim: Antibiotics help the immune system recognize pathogens in advance. Supporting note: This can improve protection during later exposure.,0.7244158983230591,b16,0.14052586,3.2102404
b16_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b16_numeric_distortion,hallucinated_b16_numeric_distortion,Claim: Vaccines help the immune system recognize pathogens in advance. Supporting note: This can improve protection during later exposure.,Claim: Vaccines help the immune system recognize ten pathogens in advance. Supporting note: This can improve protection during later exposure.,0.27844730019569397,b16,0.95657486,2.252832
b16_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b16_role_inversion,hallucinated_b16_role_inversion,Claim: Vaccines help the immune system recognize pathogens in advance. Supporting note: This can improve protection during later exposure.,Claim: Pathogens help vaccines recognize the immune system in advance rather than vaccines helping the immune system recognize pathogens. Supporting note: This can improve protection during later exposure.,0.4624004662036896,b16,0.20195569,2.4908316
b17_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b17_causal_substitution,hallucinated_b17_causal_substitution,Claim: A legislature is the branch of government that makes laws. Supporting note: Different systems organize it in different ways.,Claim: A legislature is the branch of government that makes laws because courthouses print them overnight. Supporting note: Different systems organize it in different ways.,0.27433082461357117,b17,-0.8689274,5.349609
b17_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b17_definition_substitution,hallucinated_b17_definition_substitution,Claim: A legislature is the branch of government that makes laws. Supporting note: Different systems organize it in different ways.,Claim: A legislature is the branch of government that enforces laws. Supporting note: Different systems organize it in different ways.,0.278534471988678,b17,0.745343,2.835094
b17_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b17_entity_swap,hallucinated_b17_entity_swap,Claim: A legislature is the branch of government that makes laws. Supporting note: Different systems organize it in different ways.,Claim: A judiciary is the branch of government that makes laws. Supporting note: Different systems organize it in different ways.,0.607171356678009,b17,0.009236618,4.7427335
b17_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b17_numeric_distortion,hallucinated_b17_numeric_distortion,Claim: A legislature is the branch of government that makes laws. Supporting note: Different systems organize it in different ways.,Claim: A legislature is the branch of government that makes three laws. Supporting note: Different systems organize it in different ways.,0.3884911835193634,b17,1.7665607,2.5947905
b17_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b17_role_inversion,hallucinated_b17_role_inversion,Claim: A legislature is the branch of government that makes laws. Supporting note: Different systems organize it in different ways.,Claim: Laws are the branch of government that make a legislature rather than a legislature making laws. Supporting note: Different systems organize it in different ways.,0.473306804895401,b17,0.9451274,4.6130037
b18_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b18_causal_substitution,hallucinated_b18_causal_substitution,Claim: A barometer measures atmospheric pressure. Supporting note: Weather forecasters use it to monitor changing systems.,Claim: A barometer measures atmospheric pressure because clouds push numbers into the dial. Supporting note: Weather forecasters use it to monitor changing systems.,0.3279561698436737,b18,0.38889292,5.7801485
b18_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b18_definition_substitution,hallucinated_b18_definition_substitution,Claim: A barometer measures atmospheric pressure. Supporting note: Weather forecasters use it to monitor changing systems.,Claim: A barometer measures atmospheric temperature. Supporting note: Weather forecasters use it to monitor changing systems.,0.41860634088516235,b18,1.4658959,4.2774887
b18_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b18_entity_swap,hallucinated_b18_entity_swap,Claim: A barometer measures atmospheric pressure. Supporting note: Weather forecasters use it to monitor changing systems.,Claim: A thermometer measures atmospheric pressure. Supporting note: Weather forecasters use it to monitor changing systems.,0.4945642352104187,b18,1.4533548,4.467675
b18_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b18_numeric_distortion,hallucinated_b18_numeric_distortion,Claim: A barometer measures atmospheric pressure. Supporting note: Weather forecasters use it to monitor changing systems.,Claim: A barometer measures atmospheric pressure in two fixed levels. Supporting note: Weather forecasters use it to monitor changing systems.,0.306837260723114,b18,2.2512283,3.0384429
b18_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b18_role_inversion,hallucinated_b18_role_inversion,Claim: A barometer measures atmospheric pressure. Supporting note: Weather forecasters use it to monitor changing systems.,Claim: Atmospheric pressure measures a barometer rather than a barometer measuring atmospheric pressure. Supporting note: Weather forecasters use it to monitor changing systems.,0.4639880359172821,b18,-0.4506053,2.2671523
b19_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b19_causal_substitution,hallucinated_b19_causal_substitution,Claim: A pronoun can replace a noun in a sentence. Supporting note: This helps reduce repetition in ordinary writing.,Claim: A pronoun can replace a noun in a sentence because it always adds a second verb. Supporting note: This helps reduce repetition in ordinary writing.,0.3084132969379425,b19,2.5489724,4.348578
b19_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b19_definition_substitution,hallucinated_b19_definition_substitution,Claim: A pronoun can replace a noun in a sentence. Supporting note: This helps reduce repetition in ordinary writing.,Claim: A pronoun can replace punctuation in a sentence. Supporting note: This helps reduce repetition in ordinary writing.,0.5578296184539795,b19,2.3189764,3.7218523
b19_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b19_entity_swap,hallucinated_b19_entity_swap,Claim: A pronoun can replace a noun in a sentence. Supporting note: This helps reduce repetition in ordinary writing.,Claim: An adjective can replace a noun in a sentence. Supporting note: This helps reduce repetition in ordinary writing.,0.6853160262107849,b19,-1.5283666,3.0478487
b19_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b19_numeric_distortion,hallucinated_b19_numeric_distortion,Claim: A pronoun can replace a noun in a sentence. Supporting note: This helps reduce repetition in ordinary writing.,Claim: A pronoun can replace two nouns in every sentence. Supporting note: This helps reduce repetition in ordinary writing.,0.4572317898273468,b19,2.8271909,2.8690894
b19_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b19_role_inversion,hallucinated_b19_role_inversion,Claim: A pronoun can replace a noun in a sentence. Supporting note: This helps reduce repetition in ordinary writing.,Claim: A noun can replace a pronoun in a sentence rather than a pronoun replacing a noun. Supporting note: This helps reduce repetition in ordinary writing.,0.36528095602989197,b19,-1.4348024,3.294354
b20_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b20_causal_substitution,hallucinated_b20_causal_substitution,Claim: Airplanes fly because wings generate lift as air moves around them. Supporting note: Engine thrust and wing shape both matter in normal flight.,Claim: Airplanes fly because engines directly cancel gravity rather than enabling aerodynamic lift. Supporting note: Engine thrust and wing shape both matter in normal flight.,0.44888949394226074,b20,1.599518,3.7140486
b20_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b20_definition_substitution,hallucinated_b20_definition_substitution,Claim: Airplanes fly because wings generate lift as air moves around them. Supporting note: Engine thrust and wing shape both matter in normal flight.,Claim: Airplanes fly because wheels generate lift as air moves around them. Supporting note: Engine thrust and wing shape both matter in normal flight.,0.4879135191440582,b20,1.6420547,4.626104
b20_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b20_entity_swap,hallucinated_b20_entity_swap,Claim: Airplanes fly because wings generate lift as air moves around them. Supporting note: Engine thrust and wing shape both matter in normal flight.,Claim: Helicopters fly because wings generate lift as air moves around them. Supporting note: Engine thrust and wing shape both matter in normal flight.,0.7883887887001038,b20,0.43015385,3.766548
b20_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b20_numeric_distortion,hallucinated_b20_numeric_distortion,Claim: Airplanes fly because wings generate lift as air moves around them. Supporting note: Engine thrust and wing shape both matter in normal flight.,Claim: Airplanes fly because wings generate five units of lift as air moves around them. Supporting note: Engine thrust and wing shape both matter in normal flight.,0.4375762641429901,b20,0.90417516,1.9770705
b20_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b20_role_inversion,hallucinated_b20_role_inversion,Claim: Airplanes fly because wings generate lift as air moves around them. Supporting note: Engine thrust and wing shape both matter in normal flight.,Claim: Lift generates airplane wings as air moves around them rather than wings generating lift. Supporting note: Engine thrust and wing shape both matter in normal flight.,0.6839357614517212,b20,2.0393274,4.254554
