pair_id,question,error_family,truthful_sample_id,hallucinated_sample_id,truthful_answer,hallucinated_answer,delta_norm,base_id,residual_pc1,residual_pc2,residual_pc3
b16_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b16_definition_substitution,hallucinated_b16_definition_substitution,A concise response would be that vaccines help the immune system recognize pathogens in advance. This can improve protection during later exposure.,A concise response would be that vaccines help the digestive system recognize pathogens in advance. This can improve protection during later exposure.,0.3384954035282135,b16,0.0782184,0.054055516,0.09476859
b16_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b16_entity_swap,hallucinated_b16_entity_swap,Vaccines help the immune system recognize pathogens in advance. This can improve protection during later exposure.,Antibiotics help the immune system recognize pathogens in advance. This can improve protection during later exposure.,0.8422054648399353,b16,-0.1859348,-0.23101401,-0.43815297
b16_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b16_numeric_distortion,hallucinated_b16_numeric_distortion,The short answer is: Vaccines help the immune system recognize pathogens in advance. This can improve protection during later exposure.,The short answer is: Vaccines help the immune system recognize ten pathogens in advance. This can improve protection during later exposure.,0.3750881552696228,b16,0.09948456,0.037770834,0.1784603
b16_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b16_role_inversion,hallucinated_b16_role_inversion,The relevant fact is that vaccines help the immune system recognize pathogens in advance. This can improve protection during later exposure.,The relevant fact is that pathogens help vaccines recognize the immune system in advance rather than vaccines helping the immune system recognize pathogens. This can improve protection during later exposure.,0.4757155179977417,b16,-0.092003025,0.08875091,0.079390556
b17_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b17_causal_substitution,hallucinated_b17_causal_substitution,The relevant fact is that a legislature is the branch of government that makes laws. Different systems organize it in different ways.,The relevant fact is that a legislature is the branch of government that makes laws because courthouses print them overnight. Different systems organize it in different ways.,0.22802558541297913,b17,0.10360575,0.04647667,-0.04664266
b17_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b17_definition_substitution,hallucinated_b17_definition_substitution,"In this case, a legislature is the branch of government that makes laws. Different systems organize it in different ways.","In this case, a legislature is the branch of government that enforces laws. Different systems organize it in different ways.",0.10037805140018463,b17,0.08447545,0.069619805,-0.02192009
b17_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b17_entity_swap,hallucinated_b17_entity_swap,The short answer is: A legislature is the branch of government that makes laws. Different systems organize it in different ways.,The short answer is: A judiciary is the branch of government that makes laws. Different systems organize it in different ways.,0.7785979509353638,b17,-0.10795506,-0.20933641,0.1756115
b17_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b17_numeric_distortion,hallucinated_b17_numeric_distortion,A concise response would be that a legislature is the branch of government that makes laws. Different systems organize it in different ways.,A concise response would be that a legislature is the branch of government that makes three laws. Different systems organize it in different ways.,0.2348591387271881,b17,0.10943754,0.08110695,-0.043500762
b17_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b17_role_inversion,hallucinated_b17_role_inversion,A legislature is the branch of government that makes laws. Different systems organize it in different ways.,Laws are the branch of government that make a legislature rather than a legislature making laws. Different systems organize it in different ways.,0.6393164992332458,b17,-0.18956354,0.012133065,-0.06354799
b18_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b18_causal_substitution,hallucinated_b18_causal_substitution,A barometer measures atmospheric pressure. Weather forecasters use it to monitor changing systems.,A barometer measures atmospheric pressure because clouds push numbers into the dial. Weather forecasters use it to monitor changing systems.,0.20217594504356384,b18,0.05825943,-0.028961709,-0.024532689
b18_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b18_definition_substitution,hallucinated_b18_definition_substitution,The relevant fact is that a barometer measures atmospheric pressure. Weather forecasters use it to monitor changing systems.,The relevant fact is that a barometer measures atmospheric temperature. Weather forecasters use it to monitor changing systems.,0.4086175560951233,b18,0.09867689,-0.00954171,0.014321723
b18_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b18_entity_swap,hallucinated_b18_entity_swap,A concise response would be that a barometer measures atmospheric pressure. Weather forecasters use it to monitor changing systems.,A concise response would be that a thermometer measures atmospheric pressure. Weather forecasters use it to monitor changing systems.,0.42336082458496094,b18,0.034545798,-0.0011049877,0.021320147
b18_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b18_numeric_distortion,hallucinated_b18_numeric_distortion,"In this case, a barometer measures atmospheric pressure. Weather forecasters use it to monitor changing systems.","In this case, a barometer measures atmospheric pressure in two fixed levels. Weather forecasters use it to monitor changing systems.",0.27336588501930237,b18,0.051320042,0.003102425,-0.06143119
b18_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b18_role_inversion,hallucinated_b18_role_inversion,The short answer is: A barometer measures atmospheric pressure. Weather forecasters use it to monitor changing systems.,The short answer is: Atmospheric pressure measures a barometer rather than a barometer measuring atmospheric pressure. Weather forecasters use it to monitor changing systems.,0.5734267234802246,b18,-0.24280222,0.036506005,0.050321978
b19_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b19_causal_substitution,hallucinated_b19_causal_substitution,The short answer is: A pronoun can replace a noun in a sentence. This helps reduce repetition in ordinary writing.,The short answer is: A pronoun can replace a noun in a sentence because it always adds a second verb. This helps reduce repetition in ordinary writing.,0.3270717263221741,b19,0.04153235,0.08486944,-0.034463976
b19_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b19_definition_substitution,hallucinated_b19_definition_substitution,A pronoun can replace a noun in a sentence. This helps reduce repetition in ordinary writing.,A pronoun can replace punctuation in a sentence. This helps reduce repetition in ordinary writing.,0.3840903043746948,b19,0.115560725,0.03341409,0.009925197
b19_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b19_entity_swap,hallucinated_b19_entity_swap,"In this case, a pronoun can replace a noun in a sentence. This helps reduce repetition in ordinary writing.","In this case, an adjective can replace a noun in a sentence. This helps reduce repetition in ordinary writing.",0.7780647277832031,b19,-0.16260612,-0.27545354,0.037510224
b19_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b19_numeric_distortion,hallucinated_b19_numeric_distortion,The relevant fact is that a pronoun can replace a noun in a sentence. This helps reduce repetition in ordinary writing.,The relevant fact is that a pronoun can replace two nouns in every sentence. This helps reduce repetition in ordinary writing.,0.32815489172935486,b19,0.070898265,0.060853265,-0.02183606
b19_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b19_role_inversion,hallucinated_b19_role_inversion,A concise response would be that a pronoun can replace a noun in a sentence. This helps reduce repetition in ordinary writing.,A concise response would be that a noun can replace a pronoun in a sentence rather than a pronoun replacing a noun. This helps reduce repetition in ordinary writing.,0.3819558024406433,b19,-0.06538527,0.09631664,0.008864657
b20_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b20_causal_substitution,hallucinated_b20_causal_substitution,A concise response would be that airplanes fly because wings generate lift as air moves around them. Engine thrust and wing shape both matter in normal flight.,A concise response would be that airplanes fly because engines directly cancel gravity rather than enabling aerodynamic lift. Engine thrust and wing shape both matter in normal flight.,0.3397856652736664,b20,-0.051352456,-0.038879897,0.017416144
b20_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b20_definition_substitution,hallucinated_b20_definition_substitution,The short answer is: Airplanes fly because wings generate lift as air moves around them. Engine thrust and wing shape both matter in normal flight.,The short answer is: Airplanes fly because wheels generate lift as air moves around them. Engine thrust and wing shape both matter in normal flight.,0.3887350261211395,b20,-0.04815232,-0.022222076,0.07942459
b20_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b20_entity_swap,hallucinated_b20_entity_swap,The relevant fact is that airplanes fly because wings generate lift as air moves around them. Engine thrust and wing shape both matter in normal flight.,The relevant fact is that helicopters fly because wings generate lift as air moves around them. Engine thrust and wing shape both matter in normal flight.,0.8264825940132141,b20,0.19366173,0.19423859,-0.14019834
b20_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b20_numeric_distortion,hallucinated_b20_numeric_distortion,Airplanes fly because wings generate lift as air moves around them. Engine thrust and wing shape both matter in normal flight.,Airplanes fly because wings generate five units of lift as air moves around them. Engine thrust and wing shape both matter in normal flight.,0.26933419704437256,b20,0.023882534,-0.05161388,0.052858982
b20_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b20_role_inversion,hallucinated_b20_role_inversion,"In this case, airplanes fly because wings generate lift as air moves around them. Engine thrust and wing shape both matter in normal flight.","In this case, lift generates airplane wings as air moves around them rather than wings generating lift. Engine thrust and wing shape both matter in normal flight.",0.6608777046203613,b20,-0.11803972,-0.08152271,-0.009501465
