pair_id,question,error_family,truthful_sample_id,hallucinated_sample_id,truthful_answer,hallucinated_answer,delta_norm,base_id,residual_umap_pc1,residual_umap_pc2
b17_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b17_causal_substitution,hallucinated_b17_causal_substitution,The relevant fact is that a legislature is the branch of government that makes laws. Different systems organize it in different ways.,The relevant fact is that a legislature is the branch of government that makes laws because courthouses print them overnight. Different systems organize it in different ways.,0.22802558541297913,b17,9.058311,5.1889806
b17_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b17_definition_substitution,hallucinated_b17_definition_substitution,"In this case, a legislature is the branch of government that makes laws. Different systems organize it in different ways.","In this case, a legislature is the branch of government that enforces laws. Different systems organize it in different ways.",0.10037805140018463,b17,9.340359,5.41653
b17_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b17_entity_swap,hallucinated_b17_entity_swap,The short answer is: A legislature is the branch of government that makes laws. Different systems organize it in different ways.,The short answer is: A judiciary is the branch of government that makes laws. Different systems organize it in different ways.,0.7785979509353638,b17,9.543595,7.584639
b17_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b17_numeric_distortion,hallucinated_b17_numeric_distortion,A concise response would be that a legislature is the branch of government that makes laws. Different systems organize it in different ways.,A concise response would be that a legislature is the branch of government that makes three laws. Different systems organize it in different ways.,0.2348591387271881,b17,8.738472,5.7433076
b17_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b17_role_inversion,hallucinated_b17_role_inversion,A legislature is the branch of government that makes laws. Different systems organize it in different ways.,Laws are the branch of government that make a legislature rather than a legislature making laws. Different systems organize it in different ways.,0.6393164992332458,b17,11.825839,6.3044453
b18_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b18_causal_substitution,hallucinated_b18_causal_substitution,A barometer measures atmospheric pressure. Weather forecasters use it to monitor changing systems.,A barometer measures atmospheric pressure because clouds push numbers into the dial. Weather forecasters use it to monitor changing systems.,0.20217594504356384,b18,12.142192,7.2218747
b18_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b18_definition_substitution,hallucinated_b18_definition_substitution,The relevant fact is that a barometer measures atmospheric pressure. Weather forecasters use it to monitor changing systems.,The relevant fact is that a barometer measures atmospheric temperature. Weather forecasters use it to monitor changing systems.,0.4086175560951233,b18,10.142482,5.7278924
b18_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b18_entity_swap,hallucinated_b18_entity_swap,A concise response would be that a barometer measures atmospheric pressure. Weather forecasters use it to monitor changing systems.,A concise response would be that a thermometer measures atmospheric pressure. Weather forecasters use it to monitor changing systems.,0.42336082458496094,b18,9.597988,7.0521717
b18_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b18_numeric_distortion,hallucinated_b18_numeric_distortion,"In this case, a barometer measures atmospheric pressure. Weather forecasters use it to monitor changing systems.","In this case, a barometer measures atmospheric pressure in two fixed levels. Weather forecasters use it to monitor changing systems.",0.27336588501930237,b18,8.850931,8.44166
b18_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b18_role_inversion,hallucinated_b18_role_inversion,The short answer is: A barometer measures atmospheric pressure. Weather forecasters use it to monitor changing systems.,The short answer is: Atmospheric pressure measures a barometer rather than a barometer measuring atmospheric pressure. Weather forecasters use it to monitor changing systems.,0.5734267234802246,b18,10.701177,4.906296
b19_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b19_causal_substitution,hallucinated_b19_causal_substitution,The short answer is: A pronoun can replace a noun in a sentence. This helps reduce repetition in ordinary writing.,The short answer is: A pronoun can replace a noun in a sentence because it always adds a second verb. This helps reduce repetition in ordinary writing.,0.3270717263221741,b19,8.671913,5.59884
b19_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b19_definition_substitution,hallucinated_b19_definition_substitution,A pronoun can replace a noun in a sentence. This helps reduce repetition in ordinary writing.,A pronoun can replace punctuation in a sentence. This helps reduce repetition in ordinary writing.,0.3840903043746948,b19,11.17684,7.512036
b19_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b19_entity_swap,hallucinated_b19_entity_swap,"In this case, a pronoun can replace a noun in a sentence. This helps reduce repetition in ordinary writing.","In this case, an adjective can replace a noun in a sentence. This helps reduce repetition in ordinary writing.",0.7780647277832031,b19,10.195692,8.087568
b19_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b19_numeric_distortion,hallucinated_b19_numeric_distortion,The relevant fact is that a pronoun can replace a noun in a sentence. This helps reduce repetition in ordinary writing.,The relevant fact is that a pronoun can replace two nouns in every sentence. This helps reduce repetition in ordinary writing.,0.32815489172935486,b19,8.651189,8.251982
b19_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b19_role_inversion,hallucinated_b19_role_inversion,A concise response would be that a pronoun can replace a noun in a sentence. This helps reduce repetition in ordinary writing.,A concise response would be that a noun can replace a pronoun in a sentence rather than a pronoun replacing a noun. This helps reduce repetition in ordinary writing.,0.3819558024406433,b19,8.811546,5.1117134
b20_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b20_causal_substitution,hallucinated_b20_causal_substitution,A concise response would be that airplanes fly because wings generate lift as air moves around them. Engine thrust and wing shape both matter in normal flight.,A concise response would be that airplanes fly because engines directly cancel gravity rather than enabling aerodynamic lift. Engine thrust and wing shape both matter in normal flight.,0.3397856652736664,b20,9.100534,6.0189137
b20_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b20_definition_substitution,hallucinated_b20_definition_substitution,The short answer is: Airplanes fly because wings generate lift as air moves around them. Engine thrust and wing shape both matter in normal flight.,The short answer is: Airplanes fly because wheels generate lift as air moves around them. Engine thrust and wing shape both matter in normal flight.,0.3887350261211395,b20,10.1962,6.737491
b20_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b20_entity_swap,hallucinated_b20_entity_swap,The relevant fact is that airplanes fly because wings generate lift as air moves around them. Engine thrust and wing shape both matter in normal flight.,The relevant fact is that helicopters fly because wings generate lift as air moves around them. Engine thrust and wing shape both matter in normal flight.,0.8264825940132141,b20,9.176189,5.91066
b20_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b20_numeric_distortion,hallucinated_b20_numeric_distortion,Airplanes fly because wings generate lift as air moves around them. Engine thrust and wing shape both matter in normal flight.,Airplanes fly because wings generate five units of lift as air moves around them. Engine thrust and wing shape both matter in normal flight.,0.26933419704437256,b20,10.952508,6.098963
b20_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b20_role_inversion,hallucinated_b20_role_inversion,"In this case, airplanes fly because wings generate lift as air moves around them. Engine thrust and wing shape both matter in normal flight.","In this case, lift generates airplane wings as air moves around them rather than wings generating lift. Engine thrust and wing shape both matter in normal flight.",0.6608777046203613,b20,9.371812,8.167161
